Item,Name,Category,Subsystem,Material,Qty,Sample IDs
28117,"HPT S2 Blade 48 Cool Hole 28","HPT","CHL","Air",1,"GE9X-HPT-CHL-9248"
28118,"HPT S2 Blade 48 Cool Hole 29","HPT","CHL","Air",1,"GE9X-HPT-CHL-9249"
28119,"HPT S2 Blade 48 Cool Hole 30","HPT","CHL","Air",1,"GE9X-HPT-CHL-9250"
28120,"HPT S2 Blade 48 Cool Hole 31","HPT","CHL","Air",1,"GE9X-HPT-CHL-9251"
28121,"HPT S2 Blade 48 Cool Hole 32","HPT","CHL","Air",1,"GE9X-HPT-CHL-9252"
28122,"HPT S2 Blade 48 Cool Hole 33","HPT","CHL","Air",1,"GE9X-HPT-CHL-9253"
28123,"HPT S2 Blade 48 Cool Hole 34","HPT","CHL","Air",1,"GE9X-HPT-CHL-9254"
28124,"HPT S2 Blade 48 Cool Hole 35","HPT","CHL","Air",1,"GE9X-HPT-CHL-9255"
28125,"HPT S2 Blade 48 Cool Hole 36","HPT","CHL","Air",1,"GE9X-HPT-CHL-9256"
28126,"HPT S2 Blade 48 Cool Hole 37","HPT","CHL","Air",1,"GE9X-HPT-CHL-9257"
28127,"HPT S2 Blade 48 Cool Hole 38","HPT","CHL","Air",1,"GE9X-HPT-CHL-9258"
28128,"HPT S2 Blade 48 Cool Hole 39","HPT","CHL","Air",1,"GE9X-HPT-CHL-9259"
28129,"HPT S2 Blade 48 Cool Hole 40","HPT","CHL","Air",1,"GE9X-HPT-CHL-9260"
28130,"HPT S2 Blade 48 Cool Hole 41","HPT","CHL","Air",1,"GE9X-HPT-CHL-9261"
28131,"HPT S2 Blade 48 Cool Hole 42","HPT","CHL","Air",1,"GE9X-HPT-CHL-9262"
28132,"HPT S2 Blade 48 Cool Hole 43","HPT","CHL","Air",1,"GE9X-HPT-CHL-9263"
28133,"HPT S2 Blade 48 Cool Hole 44","HPT","CHL","Air",1,"GE9X-HPT-CHL-9264"
28134,"HPT S2 Blade 48 Cool Hole 45","HPT","CHL","Air",1,"GE9X-HPT-CHL-9265"
28135,"HPT S2 Blade 48 Cool Hole 46","HPT","CHL","Air",1,"GE9X-HPT-CHL-9266"
28136,"HPT S2 Blade 48 Cool Hole 47","HPT","CHL","Air",1,"GE9X-HPT-CHL-9267"
28137,"HPT S2 Blade 48 Cool Hole 48","HPT","CHL","Air",1,"GE9X-HPT-CHL-9268"
28138,"HPT S2 Blade 48 Cool Hole 49","HPT","CHL","Air",1,"GE9X-HPT-CHL-9269"
28139,"HPT S2 Blade 48 Cool Hole 50","HPT","CHL","Air",1,"GE9X-HPT-CHL-9270"
28140,"HPT S2 Blade 48 Cool Hole 51","HPT","CHL","Air",1,"GE9X-HPT-CHL-9271"
28141,"HPT S2 Blade 48 Cool Hole 52","HPT","CHL","Air",1,"GE9X-HPT-CHL-9272"
28142,"HPT S2 Blade 48 Cool Hole 53","HPT","CHL","Air",1,"GE9X-HPT-CHL-9273"
28143,"HPT S2 Blade 48 Cool Hole 54","HPT","CHL","Air",1,"GE9X-HPT-CHL-9274"
28144,"HPT S2 Blade 48 Cool Hole 55","HPT","CHL","Air",1,"GE9X-HPT-CHL-9275"
28145,"HPT S2 Blade 48 Cool Hole 56","HPT","CHL","Air",1,"GE9X-HPT-CHL-9276"
28146,"HPT S2 Blade 48 Cool Hole 57","HPT","CHL","Air",1,"GE9X-HPT-CHL-9277"
28147,"HPT S2 Blade 48 Cool Hole 58","HPT","CHL","Air",1,"GE9X-HPT-CHL-9278"
28148,"HPT S2 Blade 48 Cool Hole 59","HPT","CHL","Air",1,"GE9X-HPT-CHL-9279"
28149,"HPT S2 Blade 48 Cool Hole 60","HPT","CHL","Air",1,"GE9X-HPT-CHL-9280"
28150,"HPT S2 Blade 49 Cool Hole 1","HPT","CHL","Air",1,"GE9X-HPT-CHL-9281"
28151,"HPT S2 Blade 49 Cool Hole 2","HPT","CHL","Air",1,"GE9X-HPT-CHL-9282"
28152,"HPT S2 Blade 49 Cool Hole 3","HPT","CHL","Air",1,"GE9X-HPT-CHL-9283"
28153,"HPT S2 Blade 49 Cool Hole 4","HPT","CHL","Air",1,"GE9X-HPT-CHL-9284"
28154,"HPT S2 Blade 49 Cool Hole 5","HPT","CHL","Air",1,"GE9X-HPT-CHL-9285"
28155,"HPT S2 Blade 49 Cool Hole 6","HPT","CHL","Air",1,"GE9X-HPT-CHL-9286"
28156,"HPT S2 Blade 49 Cool Hole 7","HPT","CHL","Air",1,"GE9X-HPT-CHL-9287"
28157,"HPT S2 Blade 49 Cool Hole 8","HPT","CHL","Air",1,"GE9X-HPT-CHL-9288"
28158,"HPT S2 Blade 49 Cool Hole 9","HPT","CHL","Air",1,"GE9X-HPT-CHL-9289"
28159,"HPT S2 Blade 49 Cool Hole 10","HPT","CHL","Air",1,"GE9X-HPT-CHL-9290"
28160,"HPT S2 Blade 49 Cool Hole 11","HPT","CHL","Air",1,"GE9X-HPT-CHL-9291"
28161,"HPT S2 Blade 49 Cool Hole 12","HPT","CHL","Air",1,"GE9X-HPT-CHL-9292"
28162,"HPT S2 Blade 49 Cool Hole 13","HPT","CHL","Air",1,"GE9X-HPT-CHL-9293"
28163,"HPT S2 Blade 49 Cool Hole 14","HPT","CHL","Air",1,"GE9X-HPT-CHL-9294"
28164,"HPT S2 Blade 49 Cool Hole 15","HPT","CHL","Air",1,"GE9X-HPT-CHL-9295"
28165,"HPT S2 Blade 49 Cool Hole 16","HPT","CHL","Air",1,"GE9X-HPT-CHL-9296"
28166,"HPT S2 Blade 49 Cool Hole 17","HPT","CHL","Air",1,"GE9X-HPT-CHL-9297"
28167,"HPT S2 Blade 49 Cool Hole 18","HPT","CHL","Air",1,"GE9X-HPT-CHL-9298"
28168,"HPT S2 Blade 49 Cool Hole 19","HPT","CHL","Air",1,"GE9X-HPT-CHL-9299"
28169,"HPT S2 Blade 49 Cool Hole 20","HPT","CHL","Air",1,"GE9X-HPT-CHL-9300"
28170,"HPT S2 Blade 49 Cool Hole 21","HPT","CHL","Air",1,"GE9X-HPT-CHL-9301"
28171,"HPT S2 Blade 49 Cool Hole 22","HPT","CHL","Air",1,"GE9X-HPT-CHL-9302"
28172,"HPT S2 Blade 49 Cool Hole 23","HPT","CHL","Air",1,"GE9X-HPT-CHL-9303"
28173,"HPT S2 Blade 49 Cool Hole 24","HPT","CHL","Air",1,"GE9X-HPT-CHL-9304"
28174,"HPT S2 Blade 49 Cool Hole 25","HPT","CHL","Air",1,"GE9X-HPT-CHL-9305"
28175,"HPT S2 Blade 49 Cool Hole 26","HPT","CHL","Air",1,"GE9X-HPT-CHL-9306"
28176,"HPT S2 Blade 49 Cool Hole 27","HPT","CHL","Air",1,"GE9X-HPT-CHL-9307"
28177,"HPT S2 Blade 49 Cool Hole 28","HPT","CHL","Air",1,"GE9X-HPT-CHL-9308"
28178,"HPT S2 Blade 49 Cool Hole 29","HPT","CHL","Air",1,"GE9X-HPT-CHL-9309"
28179,"HPT S2 Blade 49 Cool Hole 30","HPT","CHL","Air",1,"GE9X-HPT-CHL-9310"
28180,"HPT S2 Blade 49 Cool Hole 31","HPT","CHL","Air",1,"GE9X-HPT-CHL-9311"
28181,"HPT S2 Blade 49 Cool Hole 32","HPT","CHL","Air",1,"GE9X-HPT-CHL-9312"
28182,"HPT S2 Blade 49 Cool Hole 33","HPT","CHL","Air",1,"GE9X-HPT-CHL-9313"
28183,"HPT S2 Blade 49 Cool Hole 34","HPT","CHL","Air",1,"GE9X-HPT-CHL-9314"
28184,"HPT S2 Blade 49 Cool Hole 35","HPT","CHL","Air",1,"GE9X-HPT-CHL-9315"
28185,"HPT S2 Blade 49 Cool Hole 36","HPT","CHL","Air",1,"GE9X-HPT-CHL-9316"
28186,"HPT S2 Blade 49 Cool Hole 37","HPT","CHL","Air",1,"GE9X-HPT-CHL-9317"
28187,"HPT S2 Blade 49 Cool Hole 38","HPT","CHL","Air",1,"GE9X-HPT-CHL-9318"
28188,"HPT S2 Blade 49 Cool Hole 39","HPT","CHL","Air",1,"GE9X-HPT-CHL-9319"
28189,"HPT S2 Blade 49 Cool Hole 40","HPT","CHL","Air",1,"GE9X-HPT-CHL-9320"
28190,"HPT S2 Blade 49 Cool Hole 41","HPT","CHL","Air",1,"GE9X-HPT-CHL-9321"
28191,"HPT S2 Blade 49 Cool Hole 42","HPT","CHL","Air",1,"GE9X-HPT-CHL-9322"
28192,"HPT S2 Blade 49 Cool Hole 43","HPT","CHL","Air",1,"GE9X-HPT-CHL-9323"
28193,"HPT S2 Blade 49 Cool Hole 44","HPT","CHL","Air",1,"GE9X-HPT-CHL-9324"
28194,"HPT S2 Blade 49 Cool Hole 45","HPT","CHL","Air",1,"GE9X-HPT-CHL-9325"
28195,"HPT S2 Blade 49 Cool Hole 46","HPT","CHL","Air",1,"GE9X-HPT-CHL-9326"
28196,"HPT S2 Blade 49 Cool Hole 47","HPT","CHL","Air",1,"GE9X-HPT-CHL-9327"
28197,"HPT S2 Blade 49 Cool Hole 48","HPT","CHL","Air",1,"GE9X-HPT-CHL-9328"
28198,"HPT S2 Blade 49 Cool Hole 49","HPT","CHL","Air",1,"GE9X-HPT-CHL-9329"
28199,"HPT S2 Blade 49 Cool Hole 50","HPT","CHL","Air",1,"GE9X-HPT-CHL-9330"
28200,"HPT S2 Blade 49 Cool Hole 51","HPT","CHL","Air",1,"GE9X-HPT-CHL-9331"
28201,"HPT S2 Blade 49 Cool Hole 52","HPT","CHL","Air",1,"GE9X-HPT-CHL-9332"
28202,"HPT S2 Blade 49 Cool Hole 53","HPT","CHL","Air",1,"GE9X-HPT-CHL-9333"
28203,"HPT S2 Blade 49 Cool Hole 54","HPT","CHL","Air",1,"GE9X-HPT-CHL-9334"
28204,"HPT S2 Blade 49 Cool Hole 55","HPT","CHL","Air",1,"GE9X-HPT-CHL-9335"
28205,"HPT S2 Blade 49 Cool Hole 56","HPT","CHL","Air",1,"GE9X-HPT-CHL-9336"
28206,"HPT S2 Blade 49 Cool Hole 57","HPT","CHL","Air",1,"GE9X-HPT-CHL-9337"
28207,"HPT S2 Blade 49 Cool Hole 58","HPT","CHL","Air",1,"GE9X-HPT-CHL-9338"
28208,"HPT S2 Blade 49 Cool Hole 59","HPT","CHL","Air",1,"GE9X-HPT-CHL-9339"
28209,"HPT S2 Blade 49 Cool Hole 60","HPT","CHL","Air",1,"GE9X-HPT-CHL-9340"
28210,"HPT S2 Blade 50 Cool Hole 1","HPT","CHL","Air",1,"GE9X-HPT-CHL-9341"
28211,"HPT S2 Blade 50 Cool Hole 2","HPT","CHL","Air",1,"GE9X-HPT-CHL-9342"
28212,"HPT S2 Blade 50 Cool Hole 3","HPT","CHL","Air",1,"GE9X-HPT-CHL-9343"
28213,"HPT S2 Blade 50 Cool Hole 4","HPT","CHL","Air",1,"GE9X-HPT-CHL-9344"
28214,"HPT S2 Blade 50 Cool Hole 5","HPT","CHL","Air",1,"GE9X-HPT-CHL-9345"
28215,"HPT S2 Blade 50 Cool Hole 6","HPT","CHL","Air",1,"GE9X-HPT-CHL-9346"
28216,"HPT S2 Blade 50 Cool Hole 7","HPT","CHL","Air",1,"GE9X-HPT-CHL-9347"
28217,"HPT S2 Blade 50 Cool Hole 8","HPT","CHL","Air",1,"GE9X-HPT-CHL-9348"
28218,"HPT S2 Blade 50 Cool Hole 9","HPT","CHL","Air",1,"GE9X-HPT-CHL-9349"
28219,"HPT S2 Blade 50 Cool Hole 10","HPT","CHL","Air",1,"GE9X-HPT-CHL-9350"
28220,"HPT S2 Blade 50 Cool Hole 11","HPT","CHL","Air",1,"GE9X-HPT-CHL-9351"
28221,"HPT S2 Blade 50 Cool Hole 12","HPT","CHL","Air",1,"GE9X-HPT-CHL-9352"
28222,"HPT S2 Blade 50 Cool Hole 13","HPT","CHL","Air",1,"GE9X-HPT-CHL-9353"
28223,"HPT S2 Blade 50 Cool Hole 14","HPT","CHL","Air",1,"GE9X-HPT-CHL-9354"
28224,"HPT S2 Blade 50 Cool Hole 15","HPT","CHL","Air",1,"GE9X-HPT-CHL-9355"
28225,"HPT S2 Blade 50 Cool Hole 16","HPT","CHL","Air",1,"GE9X-HPT-CHL-9356"
28226,"HPT S2 Blade 50 Cool Hole 17","HPT","CHL","Air",1,"GE9X-HPT-CHL-9357"
28227,"HPT S2 Blade 50 Cool Hole 18","HPT","CHL","Air",1,"GE9X-HPT-CHL-9358"
28228,"HPT S2 Blade 50 Cool Hole 19","HPT","CHL","Air",1,"GE9X-HPT-CHL-9359"
28229,"HPT S2 Blade 50 Cool Hole 20","HPT","CHL","Air",1,"GE9X-HPT-CHL-9360"
28230,"HPT S2 Blade 50 Cool Hole 21","HPT","CHL","Air",1,"GE9X-HPT-CHL-9361"
28231,"HPT S2 Blade 50 Cool Hole 22","HPT","CHL","Air",1,"GE9X-HPT-CHL-9362"
28232,"HPT S2 Blade 50 Cool Hole 23","HPT","CHL","Air",1,"GE9X-HPT-CHL-9363"
28233,"HPT S2 Blade 50 Cool Hole 24","HPT","CHL","Air",1,"GE9X-HPT-CHL-9364"
28234,"HPT S2 Blade 50 Cool Hole 25","HPT","CHL","Air",1,"GE9X-HPT-CHL-9365"
28235,"HPT S2 Blade 50 Cool Hole 26","HPT","CHL","Air",1,"GE9X-HPT-CHL-9366"
28236,"HPT S2 Blade 50 Cool Hole 27","HPT","CHL","Air",1,"GE9X-HPT-CHL-9367"
28237,"HPT S2 Blade 50 Cool Hole 28","HPT","CHL","Air",1,"GE9X-HPT-CHL-9368"
28238,"HPT S2 Blade 50 Cool Hole 29","HPT","CHL","Air",1,"GE9X-HPT-CHL-9369"
28239,"HPT S2 Blade 50 Cool Hole 30","HPT","CHL","Air",1,"GE9X-HPT-CHL-9370"
28240,"HPT S2 Blade 50 Cool Hole 31","HPT","CHL","Air",1,"GE9X-HPT-CHL-9371"
28241,"HPT S2 Blade 50 Cool Hole 32","HPT","CHL","Air",1,"GE9X-HPT-CHL-9372"
28242,"HPT S2 Blade 50 Cool Hole 33","HPT","CHL","Air",1,"GE9X-HPT-CHL-9373"
28243,"HPT S2 Blade 50 Cool Hole 34","HPT","CHL","Air",1,"GE9X-HPT-CHL-9374"
28244,"HPT S2 Blade 50 Cool Hole 35","HPT","CHL","Air",1,"GE9X-HPT-CHL-9375"
28245,"HPT S2 Blade 50 Cool Hole 36","HPT","CHL","Air",1,"GE9X-HPT-CHL-9376"
28246,"HPT S2 Blade 50 Cool Hole 37","HPT","CHL","Air",1,"GE9X-HPT-CHL-9377"
28247,"HPT S2 Blade 50 Cool Hole 38","HPT","CHL","Air",1,"GE9X-HPT-CHL-9378"
28248,"HPT S2 Blade 50 Cool Hole 39","HPT","CHL","Air",1,"GE9X-HPT-CHL-9379"
28249,"HPT S2 Blade 50 Cool Hole 40","HPT","CHL","Air",1,"GE9X-HPT-CHL-9380"
28250,"HPT S2 Blade 50 Cool Hole 41","HPT","CHL","Air",1,"GE9X-HPT-CHL-9381"
28251,"HPT S2 Blade 50 Cool Hole 42","HPT","CHL","Air",1,"GE9X-HPT-CHL-9382"
28252,"HPT S2 Blade 50 Cool Hole 43","HPT","CHL","Air",1,"GE9X-HPT-CHL-9383"
28253,"HPT S2 Blade 50 Cool Hole 44","HPT","CHL","Air",1,"GE9X-HPT-CHL-9384"
28254,"HPT S2 Blade 50 Cool Hole 45","HPT","CHL","Air",1,"GE9X-HPT-CHL-9385"
28255,"HPT S2 Blade 50 Cool Hole 46","HPT","CHL","Air",1,"GE9X-HPT-CHL-9386"
28256,"HPT S2 Blade 50 Cool Hole 47","HPT","CHL","Air",1,"GE9X-HPT-CHL-9387"
28257,"HPT S2 Blade 50 Cool Hole 48","HPT","CHL","Air",1,"GE9X-HPT-CHL-9388"
28258,"HPT S2 Blade 50 Cool Hole 49","HPT","CHL","Air",1,"GE9X-HPT-CHL-9389"
28259,"HPT S2 Blade 50 Cool Hole 50","HPT","CHL","Air",1,"GE9X-HPT-CHL-9390"
28260,"HPT S2 Blade 50 Cool Hole 51","HPT","CHL","Air",1,"GE9X-HPT-CHL-9391"
28261,"HPT S2 Blade 50 Cool Hole 52","HPT","CHL","Air",1,"GE9X-HPT-CHL-9392"
28262,"HPT S2 Blade 50 Cool Hole 53","HPT","CHL","Air",1,"GE9X-HPT-CHL-9393"
28263,"HPT S2 Blade 50 Cool Hole 54","HPT","CHL","Air",1,"GE9X-HPT-CHL-9394"
28264,"HPT S2 Blade 50 Cool Hole 55","HPT","CHL","Air",1,"GE9X-HPT-CHL-9395"
28265,"HPT S2 Blade 50 Cool Hole 56","HPT","CHL","Air",1,"GE9X-HPT-CHL-9396"
28266,"HPT S2 Blade 50 Cool Hole 57","HPT","CHL","Air",1,"GE9X-HPT-CHL-9397"
28267,"HPT S2 Blade 50 Cool Hole 58","HPT","CHL","Air",1,"GE9X-HPT-CHL-9398"
28268,"HPT S2 Blade 50 Cool Hole 59","HPT","CHL","Air",1,"GE9X-HPT-CHL-9399"
28269,"HPT S2 Blade 50 Cool Hole 60","HPT","CHL","Air",1,"GE9X-HPT-CHL-9400"
28270,"HPT S2 Blade 51 Cool Hole 1","HPT","CHL","Air",1,"GE9X-HPT-CHL-9401"
28271,"HPT S2 Blade 51 Cool Hole 2","HPT","CHL","Air",1,"GE9X-HPT-CHL-9402"
28272,"HPT S2 Blade 51 Cool Hole 3","HPT","CHL","Air",1,"GE9X-HPT-CHL-9403"
28273,"HPT S2 Blade 51 Cool Hole 4","HPT","CHL","Air",1,"GE9X-HPT-CHL-9404"
28274,"HPT S2 Blade 51 Cool Hole 5","HPT","CHL","Air",1,"GE9X-HPT-CHL-9405"
28275,"HPT S2 Blade 51 Cool Hole 6","HPT","CHL","Air",1,"GE9X-HPT-CHL-9406"
28276,"HPT S2 Blade 51 Cool Hole 7","HPT","CHL","Air",1,"GE9X-HPT-CHL-9407"
28277,"HPT S2 Blade 51 Cool Hole 8","HPT","CHL","Air",1,"GE9X-HPT-CHL-9408"
28278,"HPT S2 Blade 51 Cool Hole 9","HPT","CHL","Air",1,"GE9X-HPT-CHL-9409"
28279,"HPT S2 Blade 51 Cool Hole 10","HPT","CHL","Air",1,"GE9X-HPT-CHL-9410"
28280,"HPT S2 Blade 51 Cool Hole 11","HPT","CHL","Air",1,"GE9X-HPT-CHL-9411"
28281,"HPT S2 Blade 51 Cool Hole 12","HPT","CHL","Air",1,"GE9X-HPT-CHL-9412"
28282,"HPT S2 Blade 51 Cool Hole 13","HPT","CHL","Air",1,"GE9X-HPT-CHL-9413"
28283,"HPT S2 Blade 51 Cool Hole 14","HPT","CHL","Air",1,"GE9X-HPT-CHL-9414"
28284,"HPT S2 Blade 51 Cool Hole 15","HPT","CHL","Air",1,"GE9X-HPT-CHL-9415"
28285,"HPT S2 Blade 51 Cool Hole 16","HPT","CHL","Air",1,"GE9X-HPT-CHL-9416"
28286,"HPT S2 Blade 51 Cool Hole 17","HPT","CHL","Air",1,"GE9X-HPT-CHL-9417"
28287,"HPT S2 Blade 51 Cool Hole 18","HPT","CHL","Air",1,"GE9X-HPT-CHL-9418"
28288,"HPT S2 Blade 51 Cool Hole 19","HPT","CHL","Air",1,"GE9X-HPT-CHL-9419"
28289,"HPT S2 Blade 51 Cool Hole 20","HPT","CHL","Air",1,"GE9X-HPT-CHL-9420"
28290,"HPT S2 Blade 51 Cool Hole 21","HPT","CHL","Air",1,"GE9X-HPT-CHL-9421"
28291,"HPT S2 Blade 51 Cool Hole 22","HPT","CHL","Air",1,"GE9X-HPT-CHL-9422"
28292,"HPT S2 Blade 51 Cool Hole 23","HPT","CHL","Air",1,"GE9X-HPT-CHL-9423"
28293,"HPT S2 Blade 51 Cool Hole 24","HPT","CHL","Air",1,"GE9X-HPT-CHL-9424"
28294,"HPT S2 Blade 51 Cool Hole 25","HPT","CHL","Air",1,"GE9X-HPT-CHL-9425"
28295,"HPT S2 Blade 51 Cool Hole 26","HPT","CHL","Air",1,"GE9X-HPT-CHL-9426"
28296,"HPT S2 Blade 51 Cool Hole 27","HPT","CHL","Air",1,"GE9X-HPT-CHL-9427"
28297,"HPT S2 Blade 51 Cool Hole 28","HPT","CHL","Air",1,"GE9X-HPT-CHL-9428"
28298,"HPT S2 Blade 51 Cool Hole 29","HPT","CHL","Air",1,"GE9X-HPT-CHL-9429"
28299,"HPT S2 Blade 51 Cool Hole 30","HPT","CHL","Air",1,"GE9X-HPT-CHL-9430"
28300,"HPT S2 Blade 51 Cool Hole 31","HPT","CHL","Air",1,"GE9X-HPT-CHL-9431"
28301,"HPT S2 Blade 51 Cool Hole 32","HPT","CHL","Air",1,"GE9X-HPT-CHL-9432"
28302,"HPT S2 Blade 51 Cool Hole 33","HPT","CHL","Air",1,"GE9X-HPT-CHL-9433"
28303,"HPT S2 Blade 51 Cool Hole 34","HPT","CHL","Air",1,"GE9X-HPT-CHL-9434"
28304,"HPT S2 Blade 51 Cool Hole 35","HPT","CHL","Air",1,"GE9X-HPT-CHL-9435"
28305,"HPT S2 Blade 51 Cool Hole 36","HPT","CHL","Air",1,"GE9X-HPT-CHL-9436"
28306,"HPT S2 Blade 51 Cool Hole 37","HPT","CHL","Air",1,"GE9X-HPT-CHL-9437"
28307,"HPT S2 Blade 51 Cool Hole 38","HPT","CHL","Air",1,"GE9X-HPT-CHL-9438"
28308,"HPT S2 Blade 51 Cool Hole 39","HPT","CHL","Air",1,"GE9X-HPT-CHL-9439"
28309,"HPT S2 Blade 51 Cool Hole 40","HPT","CHL","Air",1,"GE9X-HPT-CHL-9440"
28310,"HPT S2 Blade 51 Cool Hole 41","HPT","CHL","Air",1,"GE9X-HPT-CHL-9441"
28311,"HPT S2 Blade 51 Cool Hole 42","HPT","CHL","Air",1,"GE9X-HPT-CHL-9442"
28312,"HPT S2 Blade 51 Cool Hole 43","HPT","CHL","Air",1,"GE9X-HPT-CHL-9443"
28313,"HPT S2 Blade 51 Cool Hole 44","HPT","CHL","Air",1,"GE9X-HPT-CHL-9444"
28314,"HPT S2 Blade 51 Cool Hole 45","HPT","CHL","Air",1,"GE9X-HPT-CHL-9445"
28315,"HPT S2 Blade 51 Cool Hole 46","HPT","CHL","Air",1,"GE9X-HPT-CHL-9446"
28316,"HPT S2 Blade 51 Cool Hole 47","HPT","CHL","Air",1,"GE9X-HPT-CHL-9447"
28317,"HPT S2 Blade 51 Cool Hole 48","HPT","CHL","Air",1,"GE9X-HPT-CHL-9448"
28318,"HPT S2 Blade 51 Cool Hole 49","HPT","CHL","Air",1,"GE9X-HPT-CHL-9449"
28319,"HPT S2 Blade 51 Cool Hole 50","HPT","CHL","Air",1,"GE9X-HPT-CHL-9450"
28320,"HPT S2 Blade 51 Cool Hole 51","HPT","CHL","Air",1,"GE9X-HPT-CHL-9451"
28321,"HPT S2 Blade 51 Cool Hole 52","HPT","CHL","Air",1,"GE9X-HPT-CHL-9452"
28322,"HPT S2 Blade 51 Cool Hole 53","HPT","CHL","Air",1,"GE9X-HPT-CHL-9453"
28323,"HPT S2 Blade 51 Cool Hole 54","HPT","CHL","Air",1,"GE9X-HPT-CHL-9454"
28324,"HPT S2 Blade 51 Cool Hole 55","HPT","CHL","Air",1,"GE9X-HPT-CHL-9455"
28325,"HPT S2 Blade 51 Cool Hole 56","HPT","CHL","Air",1,"GE9X-HPT-CHL-9456"
28326,"HPT S2 Blade 51 Cool Hole 57","HPT","CHL","Air",1,"GE9X-HPT-CHL-9457"
28327,"HPT S2 Blade 51 Cool Hole 58","HPT","CHL","Air",1,"GE9X-HPT-CHL-9458"
28328,"HPT S2 Blade 51 Cool Hole 59","HPT","CHL","Air",1,"GE9X-HPT-CHL-9459"
28329,"HPT S2 Blade 51 Cool Hole 60","HPT","CHL","Air",1,"GE9X-HPT-CHL-9460"
28330,"HPT S2 Blade 52 Cool Hole 1","HPT","CHL","Air",1,"GE9X-HPT-CHL-9461"
28331,"HPT S2 Blade 52 Cool Hole 2","HPT","CHL","Air",1,"GE9X-HPT-CHL-9462"
28332,"HPT S2 Blade 52 Cool Hole 3","HPT","CHL","Air",1,"GE9X-HPT-CHL-9463"
28333,"HPT S2 Blade 52 Cool Hole 4","HPT","CHL","Air",1,"GE9X-HPT-CHL-9464"
28334,"HPT S2 Blade 52 Cool Hole 5","HPT","CHL","Air",1,"GE9X-HPT-CHL-9465"
28335,"HPT S2 Blade 52 Cool Hole 6","HPT","CHL","Air",1,"GE9X-HPT-CHL-9466"
28336,"HPT S2 Blade 52 Cool Hole 7","HPT","CHL","Air",1,"GE9X-HPT-CHL-9467"
28337,"HPT S2 Blade 52 Cool Hole 8","HPT","CHL","Air",1,"GE9X-HPT-CHL-9468"
28338,"HPT S2 Blade 52 Cool Hole 9","HPT","CHL","Air",1,"GE9X-HPT-CHL-9469"
28339,"HPT S2 Blade 52 Cool Hole 10","HPT","CHL","Air",1,"GE9X-HPT-CHL-9470"
28340,"HPT S2 Blade 52 Cool Hole 11","HPT","CHL","Air",1,"GE9X-HPT-CHL-9471"
28341,"HPT S2 Blade 52 Cool Hole 12","HPT","CHL","Air",1,"GE9X-HPT-CHL-9472"
28342,"HPT S2 Blade 52 Cool Hole 13","HPT","CHL","Air",1,"GE9X-HPT-CHL-9473"
28343,"HPT S2 Blade 52 Cool Hole 14","HPT","CHL","Air",1,"GE9X-HPT-CHL-9474"
28344,"HPT S2 Blade 52 Cool Hole 15","HPT","CHL","Air",1,"GE9X-HPT-CHL-9475"
28345,"HPT S2 Blade 52 Cool Hole 16","HPT","CHL","Air",1,"GE9X-HPT-CHL-9476"
28346,"HPT S2 Blade 52 Cool Hole 17","HPT","CHL","Air",1,"GE9X-HPT-CHL-9477"
28347,"HPT S2 Blade 52 Cool Hole 18","HPT","CHL","Air",1,"GE9X-HPT-CHL-9478"
28348,"HPT S2 Blade 52 Cool Hole 19","HPT","CHL","Air",1,"GE9X-HPT-CHL-9479"
28349,"HPT S2 Blade 52 Cool Hole 20","HPT","CHL","Air",1,"GE9X-HPT-CHL-9480"
28350,"HPT S2 Blade 52 Cool Hole 21","HPT","CHL","Air",1,"GE9X-HPT-CHL-9481"
28351,"HPT S2 Blade 52 Cool Hole 22","HPT","CHL","Air",1,"GE9X-HPT-CHL-9482"
28352,"HPT S2 Blade 52 Cool Hole 23","HPT","CHL","Air",1,"GE9X-HPT-CHL-9483"
28353,"HPT S2 Blade 52 Cool Hole 24","HPT","CHL","Air",1,"GE9X-HPT-CHL-9484"
28354,"HPT S2 Blade 52 Cool Hole 25","HPT","CHL","Air",1,"GE9X-HPT-CHL-9485"
28355,"HPT S2 Blade 52 Cool Hole 26","HPT","CHL","Air",1,"GE9X-HPT-CHL-9486"
28356,"HPT S2 Blade 52 Cool Hole 27","HPT","CHL","Air",1,"GE9X-HPT-CHL-9487"
28357,"HPT S2 Blade 52 Cool Hole 28","HPT","CHL","Air",1,"GE9X-HPT-CHL-9488"
28358,"HPT S2 Blade 52 Cool Hole 29","HPT","CHL","Air",1,"GE9X-HPT-CHL-9489"
28359,"HPT S2 Blade 52 Cool Hole 30","HPT","CHL","Air",1,"GE9X-HPT-CHL-9490"
28360,"HPT S2 Blade 52 Cool Hole 31","HPT","CHL","Air",1,"GE9X-HPT-CHL-9491"
28361,"HPT S2 Blade 52 Cool Hole 32","HPT","CHL","Air",1,"GE9X-HPT-CHL-9492"
28362,"HPT S2 Blade 52 Cool Hole 33","HPT","CHL","Air",1,"GE9X-HPT-CHL-9493"
28363,"HPT S2 Blade 52 Cool Hole 34","HPT","CHL","Air",1,"GE9X-HPT-CHL-9494"
28364,"HPT S2 Blade 52 Cool Hole 35","HPT","CHL","Air",1,"GE9X-HPT-CHL-9495"
28365,"HPT S2 Blade 52 Cool Hole 36","HPT","CHL","Air",1,"GE9X-HPT-CHL-9496"
